ID,Time_taken (min)
0xceb4,18.549166666666675
0x8ae4,17.665819444444455
0xdb61,23.06943055555555
0x790,14.417250000000015
0x8968,25.23845833333331
0xa39a,20.03475
0x8826,28.455083333333327
0x4c8c,22.583486111111103
0x103c,37.19600000000003
0x98a8,13.703763888888888
0xb338,28.345208333333332
0x366d,18.69202777777779
0x7d75,14.884930555555554
0x6d30,38.26030555555565
0x616f,30.262458333333356
0x9ee3,24.640277777777758
0x4d82,24.937958333333313
0xb757,27.42762500000002
0x2e53,19.852916666666673
0xd686,21.601222222222194
0x828d,15.013638888888888
0xb9f5,24.032125000000022
0x73c4,34.64500000000003
0xd427,24.471555555555547
0xc009,35.211999999999996
0x7030,21.616833333333332
0xc500,25.032972222222245
0xd0f4,14.385402777777754
0x6e8c,19.97508333333333
0xa1ee,26.219541666666693
0x4720,16.59273611111112
0x5691,48.671930555555534
0xb8f1,32.66151388888889
0xc790,39.353069444444465
0x3234,34.23501388888887
0xb2be,18.360652777777766
0x7f50,22.010513888888863
0x6fd1,14.530347222222236
0x5a8b,27.88045833333334
0x714d,17.227125
0x4bff,15.619861111111105
0x9925,21.656458333333326
0x6fd6,22.244333333333312
0x2872,21.488180555555562
0x66c,25.08800000000002
0x90f7,29.246694444444433
0xddd,27.746388888888873
0x2a29,43.378805555555594
0x7eb3,22.611847222222227
0x6d17,28.489819444444443
0x7134,23.94036111111111
0xa4f0,22.428847222222235
0x213f,21.437027777777747
0x70e8,37.16358333333335
0x8556,30.087500000000006
0xaae6,32.55316666666671
0x9724,21.09293055555557
0x6208,23.44844444444444
0x5164,17.36351388888889
0xa70e,17.700027777777777
0x6afb,25.585749999999987
0xc0f1,34.79633333333331
0x76e4,21.948263888888903
0x3d34,14.694888888888881
0x540c,14.242027777777775
0x83de,21.198819444444432
0xc950,36.633430555555506
0x63ac,14.769069444444453
0x602b,36.31006944444446
0x757e,36.814152777777764
0x31a9,30.880388888888927
0xd9b5,23.817263888888867
0x4175,24.420777777777815
0xd350,35.8295277777778
0x3aa6,20.86558333333333
0x2473,28.599500000000003
0xc94a,21.512180555555535
0x32c9,27.865083333333338
0x986d,26.94076388888887
0x4924,23.72629166666667
0x49c7,45.98133333333337
0x167f,32.51456944444447
0xfb9,27.788652777777763
0x9c99,15.755180555555548
0x28f5,35.0414722222222
0xaaf9,13.990375000000007
0x84b5,16.860625
0x43fb,39.91179166666669
0xc78c,30.234361111111095
0x9159,21.349986111111146
0x61c2,29.11609722222221
0x4fce,25.342347222222223
0xcb2d,36.33459722222223
0x7d38,27.818624999999976
0x897f,15.478583333333326
0x77e6,28.59781944444446
0xadd8,13.625944444444432
0x8ff2,15.089125000000013
0x5d7e,27.662861111111113
0x4722,24.86829166666667
0x9cd8,24.37487499999998
0x1048,23.688125
0x9a3a,42.93769444444445
0x4685,16.02079166666667
0xcb42,15.356750000000005
0xb01c,29.987166666666646
0x2fee,21.70015277777778
0x2a87,16.23695833333333
0x7e10,22.5757638888889
0xb402,20.986652777777795
0x4ccf,23.20175000000002
0xab1f,13.310194444444438
0xd269,24.689902777777778
0x9e50,36.24669444444448
0x1a5f,34.672875000000005
0x9b4,20.01238888888891
0x2e4d,39.24513888888892
0x9fd9,27.378333333333345
0xd79,18.68359722222224
0x709c,24.625833333333343
0x930e,31.274708333333365
0x8d4e,25.225958333333356
0x762,29.428986111111115
0xae5b,14.938569444444438
0x4f12,15.872486111111124
0x298a,21.25699999999999
0x7f37,18.62030555555556
0x3a0a,17.964319444444456
0xc46b,23.64881944444447
0xc65e,29.907097222222255
0x2fa8,18.38481944444449
0x413f,17.942333333333337
0xa1e5,36.22356944444442
0x8448,34.71950000000001
0x4c8,36.44827777777779
0x8fe4,21.760527777777778
0x162f,24.012666666666668
0x8cc9,28.247819444444442
0x77cb,19.117166666666648
0x44d2,21.897708333333338
0x8750,25.434124999999998
0x2fda,21.711694444444433
0x513b,19.394236111111134
0x3e5f,24.038874999999983
0x8abc,45.177944444444464
0x5c05,37.0327222222222
0x5db1,23.131666666666653
0x34e0,29.24269444444447
0xbe30,26.232125000000018
0x69b3,32.60984722222223
0xd73e,15.688013888888882
0x9018,27.656763888888886
0x144c,40.219430555555526
0x8085,34.50936111111107
0xc234,27.05972222222221
0x1c42,20.790958333333318
0xe009,13.573194444444441
0xdc62,39.16363888888887
0xc5d0,45.78937500000005
0x5575,17.36320833333334
0x4859,25.30643055555554
0xc23b,18.693986111111112
0x7e0a,14.72891666666667
0x59d0,39.97350000000001
0xe7e,24.613138888888876
0x4e8b,41.44343055555553
0x3013,17.933819444444474
0x4ff2,25.807777777777762
0x4137,22.25730555555555
0xd82a,17.05148611111112
0x5099,20.914847222222217
0x59c3,23.345555555555567
0x8f41,14.040111111111116
0x818e,28.74129166666666
0xca4a,20.47193055555555
0xbc1c,17.915611111111126
0x8636,23.027500000000025
0xb0ae,36.27966666666669
0x7260,14.467486111111121
0x5081,23.67034722222222
0x4007,16.533569444444442
0xa99d,47.103819444444426
0x9432,22.713722222222216
0x8cb7,17.81933333333333
0xa6dc,18.706430555555563
0xd793,18.575652777777762
0x32e3,34.25698611111108
0xb819,23.638194444444444
0xbad3,36.263180555555586
0x7e87,37.95980555555556
0x2fab,15.32429166666665
0x73a9,21.643805555555538
0x70f9,23.5892638888889
0x5644,35.46409722222225
0x1054,14.791861111111109
0x349f,25.804680555555553
0xa51,28.59316666666666
0x76d3,28.10240277777777
0x31d1,15.626999999999995
0x9eee,15.811736111111108
0xdd6b,23.528166666666667
0x6036,33.67327777777777
0xe1b7,16.43862499999999
0xc90d,29.68600000000001
0xe130,15.310777777777794
0xbdf1,38.06472222222225
0x5ac8,23.605194444444443
0x6b26,22.17086111111112
0x3e86,22.04322222222225
0x15e9,20.03866666666668
0xb1e7,14.807222222222235
0xda7a,15.386944444444437
0x1480,26.102472222222218
0x4930,22.21751388888888
0x440b,35.27861111111113
0x9745,38.79063888888891
0xb5a7,15.404083333333343
0x7d84,16.375083333333343
0x434c,42.84744444444445
0x77a,33.22756944444442
0x9f29,23.446194444444423
0xcaf8,35.86958333333337
0x224d,42.166277777777786
0x25cc,24.974208333333355
0x31f5,26.41745833333334
0x4558,17.937222222222218
0xb73c,16.04300000000001
0x852a,20.343138888888877
0x7ccb,19.87988888888889
0x7bfa,20.796583333333327
0x6fce,24.869347222222224
0x53fb,20.19205555555555
0x1abb,22.709722222222208
0x37ab,37.12433333333333
0x724,23.076055555555566
0x7562,25.15858333333335
0x4bc,34.02930555555553
0x6fb0,25.343930555555524
0x8125,45.81684722222222
0x7ffe,35.230583333333335
0x9777,17.784402777777792
0x1de2,36.99225000000004
0x7b97,22.06084722222221
0x5fec,15.520652777777775
0x4d52,21.763444444444453
0x6a5b,23.469111111111125
0xbe1f,19.01358333333332
0x4c2e,43.46386111111118
0x4926,35.61824999999994
0x8f60,19.601958333333346
0x8976,17.086944444444452
0x69d1,41.98911111111114
0x943e,23.500083333333336
0x6e5e,43.3306527777778
0x13a7,40.69980555555551
0xae96,40.668041666666625
0x808c,37.514750000000035
0x20a8,22.468208333333333
0xce17,21.251791666666676
0x20de,37.2904583333333
0x8e76,33.91691666666667
0x705b,35.13897222222218
0x1bdc,15.604097222222226
0xabdb,15.176222222222217
0xc35a,29.933833333333315
0xc784,21.187041666666662
0xbbbe,19.95101388888889
0x59f5,37.05243055555553
0x8df5,34.22741666666669
0xdb44,37.05940277777778
0x8265,34.18522222222225
0x48f8,23.811972222222234
0xc1d2,20.11880555555555
0x1f28,40.08780555555556
0xb9c0,27.83052777777778
0x3f33,20.733111111111107
0xc767,26.567833333333315
0x7d5,21.049222222222227
0xe8e,28.111986111111115
0x87f8,16.074263888888897
0x1fef,17.010125000000023
0x96e0,22.01526388888889
0x9778,20.553583333333325
0x5b6,24.77193055555556
0x641b,34.87618055555556
0x62c0,15.65172222222222
0x2806,18.844555555555555
0xe110,26.474388888888893
0x9c2c,27.449583333333322
0x3d79,22.314458333333345
0x5367,32.43255555555552
0x57e8,22.549236111111096
0x6e7f,28.101333333333343
0x76ac,24.28531944444445
0x32ba,18.240805555555564
0x99c5,33.31298611111107
0x35df,19.98501388888889
0xaaa0,33.48944444444443
0xa754,21.141388888888873
0x6186,20.543486111111115
0x24b8,21.602236111111083
0x3a14,24.01006944444448
0x12c4,20.50002777777777
0x6eb0,14.680625000000012
0x26f3,38.631249999999966
0x7947,23.54818055555556
0x754a,20.788652777777763
0x59ab,16.339138888888893
0xb5e4,32.51565277777775
0xd4fb,35.62638888888887
0xc9b0,23.286277777777794
0xa0e1,38.8737777777778
0x4c7f,26.638472222222234
0x175c,24.84476388888892
0x53a7,16.880083333333324
0x8e57,44.96168055555558
0x75ca,23.061138888888898
0x67d9,26.74908333333333
0x2ed8,35.199805555555606
0x7c90,27.48522222222222
0x68cc,19.94902777777775
0x5fff,39.84066666666668
0xa19e,33.19179166666665
0x469f,13.760722222222224
0x9047,20.95981944444444
0x3722,37.091375000000035
0xdad8,15.438583333333327
0xa64f,28.75233333333332
0x82b5,20.780222222222214
0xaafc,24.28890277777781
0x51a6,34.910263888888885
0x53c2,15.026263888888874
0x13e4,35.18236111111117
0xc5f4,18.442291666666662
0x88f0,32.670402777777824
0x3165,25.100138888888896
0x2cd2,25.62106944444444
0x1fe8,20.499999999999993
0xa5b7,25.76159722222222
0x5892,28.819763888888883
0xc1ad,16.402527777777777
0x64f1,34.430444444444426
0xc322,22.282458333333302
0x297c,27.419777777777764
0x6b0d,19.846916666666647
0xcd91,21.952875000000006
0x7bef,17.642083333333353
0x255c,46.783972222222275
0xbbe4,24.240597222222238
0x5138,15.965680555555553
0xe2e,21.1180833333333
0x64bc,16.662902777777788
0x3deb,17.769236111111113
0x88e7,29.07870833333328
0x5e32,17.37594444444445
0x8c6,30.342069444444473
0x977b,19.03104166666667
0x28c1,22.074569444444425
0x2796,23.964166666666674
0xcf69,22.92423611111112
0x5940,23.070875000000015
0x443d,22.756333333333345
0x8691,20.44458333333335
0xb1dd,23.865722222222214
0x8458,17.32452777777778
0xc5a5,23.522569444444468
0x8ab,27.254402777777774
0x422f,25.11737499999999
0x2de2,22.639652777777794
0xbd88,17.106569444444442
0x98c3,41.3264444444444
0x7c25,33.041263888888906
0x692d,30.042027777777786
0x239b,22.426416666666668
0x500,27.343805555555566
0x2f0f,22.975541666666672
0x9e02,26.185458333333326
0xd788,15.48097222222222
0x59e0,29.282916666666686
0x4a68,25.00358333333335
0x4cd0,21.446680555555556
0xabc7,20.918208333333354
0xc479,33.96343055555558
0xb130,49.29965277777778
0xbf88,18.579041666666665
0xc7bb,27.150972222222236
0x6ce2,28.152944444444458
0xba0a,24.32209722222221
0x7401,16.010694444444443
0xd2e0,22.600097222222228
0x3af4,20.001333333333324
0x4918,39.83436111111111
0x7137,35.104458333333355
0x8e94,17.01983333333335
0xca05,28.851888888888844
0x5ba8,31.0585
0x2e29,40.46762500000004
0x9f1d,26.823402777777797
0x498b,17.438763888888904
0x461b,28.895416666666666
0xcea5,35.56940277777778
0x47aa,27.891777777777776
0x753f,25.703305555555573
0x996d,16.167111111111094
0xdd79,28.681263888888868
0x56cc,34.776097222222255
0xabcb,20.782416666666656
0xa67e,15.387958333333323
0x8b3,16.947458333333334
0x9161,26.24934722222222
0xa697,22.8239027777778
0x84ac,45.31575000000005
0x99f,24.30575000000001
0x7d4a,38.181847222222274
0x632,39.0015555555555
0x94e8,37.52277777777778
0x11d4,13.623083333333325
0x4542,42.47459722222219
0xb782,44.427902777777796
0x146d,15.032333333333348
0x5e8c,23.233263888888928
0x812c,44.56886111111112
0x9a69,18.359916666666685
0x6f78,34.28212499999999
0x8ce1,23.345333333333343
0x1149,28.560861111111098
0x9572,25.245375000000024
0x953d,22.186750000000014
0x8d2f,24.57658333333335
0xd72c,18.368027777777765
0x1e71,35.17018055555557
0x9431,21.85809722222222
0x53ef,26.65894444444443
0x9ec6,30.681041666666697
0x38ec,25.190569444444428
0x5843,36.40240277777783
0x838d,19.314555555555547
0x7bdf,28.76180555555553
0x4a65,20.96980555555556
0xc7ff,27.11172222222223
0x67ae,20.375444444444447
0xb135,27.73663888888891
0xafe2,34.7778888888889
0x9ed7,26.58861111111114
0x3168,26.811166666666647
0xbb9f,24.764625
0x3746,23.64568055555557
0xc8ed,39.57765277777779
0x3d1c,41.15769444444447
0xb0c2,47.09226388888893
0x1ed2,15.735541666666661
0xb925,14.32013888888889
0xa1e3,39.90974999999999
0xba23,18.422486111111116
0x7e0c,22.038944444444446
0xce2b,15.642458333333346
0x2a0f,35.074694444444425
0x2c43,20.35030555555556
0x13de,15.081791666666645
0x86ff,23.246013888888893
0x5b4a,24.993638888888903
0x4f08,18.838125
0x2bf2,29.212263888888884
0x8419,15.836222222222213
0x85d7,35.566097222222176
0x6a0a,18.55741666666668
0x5f21,39.9258055555555
0x9ac5,28.679055555555575
0x112a,36.399916666666684
0xe1ad,15.187125000000009
0xc60c,21.690666666666683
0xada5,34.98327777777779
0x9d0c,13.835583333333334
0xc9ee,23.85840277777775
0x98b5,24.274
0x7305,29.50633333333337
0x46c5,30.43952777777778
0x8f9b,35.23873611111106
0x139d,16.922069444444467
0xcaed,17.94456944444446
0x8bd2,24.175222222222203
0xd8c9,15.954777777777787
0x97bb,24.761763888888865
0x7876,26.285222222222227
0x94dc,21.14599999999999
0x3d58,22.665708333333328
0x4370,38.37425
0xdbb4,16.382541666666686
0xb436,24.657402777777758
0x9ace,24.19195833333334
0x60f9,25.08227777777778
0x1a3e,28.103666666666694
0x6d4c,23.540083333333325
0x73a8,20.886180555555562
0xa5b2,18.20987500000001
0xc914,21.904680555555547
0x7501,26.315986111111123
0x65c9,20.54870833333336
0x6a1,21.387611111111138
0xcfb8,15.812736111111107
0x7bf4,21.877402777777764
0xcb1c,23.63176388888888
0x1559,23.956791666666668
0x2143,23.07699999999997
0x291e,19.446624999999994
0xd3b0,24.57670833333333
0x4631,17.071499999999993
0xe17b,23.03719444444446
0xc2d6,18.22438888888889
0xb116,22.718680555555558
0x203b,37.10901388888891
0x33c0,35.233611111111145
0xb553,24.678472222222222
0x7922,39.6163472222222
0xa659,38.31161111111109
0x9970,19.391930555555568
0xd69e,33.86990277777779
0x7dfe,38.10381944444446
0x31cd,25.01606944444442
0xc516,17.134277777777783
0xa115,41.48395833333329
0xca2e,36.996819444444405
0x5ae,21.01684722222223
0x23de,19.214486111111114
0xb1e9,17.130638888888885
0x8f63,17.129916666666674
0xda9a,36.942305555555585
0x6942,25.392708333333328
0x1d43,39.46890277777778
0x95cf,39.4354861111111
0xd2b5,18.459472222222228
0x5e2d,20.623319444444437
0x783b,34.755847222222265
0x4348,20.19352777777777
0xd2a3,36.91448611111108
0x4e3,32.68627777777777
0x6aff,15.547541666666678
0x7388,26.443569444444428
0xc69c,45.87311111111112
0xde11,15.25305555555557
0x92d5,37.08166666666666
0x21df,14.422277777777794
0xd2b1,36.791263888888864
0xa20d,17.69943055555557
0xd4cd,25.391152777777783
0x5f5d,21.54420833333334
0xdd46,23.418458333333312
0x2a11,34.98745833333332
0xc8c0,24.427208333333336
0xc6e3,26.806999999999984
0x22d3,19.872013888888873
0xce27,28.49876388888888
0x30ad,30.837111111111117
0x1173,19.3387638888889
0x10a7,38.057416666666704
0x6f8d,28.627833333333328
0x55a8,24.71754166666665
0x3c7e,15.569861111111116
0x879,26.48318055555555
0x343a,34.21794444444448
0xba17,35.60999999999995
0x19d2,15.093805555555551
0x34e8,22.66613888888886
0xb418,44.391000000000005
0x92f8,25.424097222222215
0x80ed,27.186138888888912
0xdced,22.621847222222215
0x6a02,33.70474999999995
0x8708,20.042944444444462
0x9ad,27.79438888888891
0xa1cd,25.716069444444447
0xc6fd,33.039430555555555
0xa0f8,23.55751388888888
0x3ca2,24.90845833333333
0xb922,15.082291666666684
0xce66,22.88698611111115
0x6847,32.24047222222224
0xb6f3,19.992375000000006
0x1e1b,23.651416666666663
0x6921,28.67177777777777
0x65a2,19.13733333333336
0x572b,27.02502777777782
0x94c2,27.97752777777779
0xdf75,14.324875000000002
0x886,27.632277777777794
0xc12f,23.208930555555558
0x8f37,39.905277777777734
0x9602,17.778763888888882
0x6775,24.65165277777779
0x3d9d,29.93176388888891
0x7e57,30.32995833333332
0x1808,35.73470833333334
0x3baf,23.93255555555557
0xa4ac,20.272472222222202
0x92b0,29.421611111111094
0xcac6,13.730416666666672
0xd226,20.34540277777779
0xde8a,18.21520833333334
0xc506,23.40265277777777
0xb6fe,19.073611111111116
0xb461,14.12293055555557
0x1d59,39.67498611111111
0x96e,27.712638888888893
0x8e3c,22.020291666666676
0x777b,29.800152777777786
0x8523,36.61387499999999
0x4f9,24.400041666666702
0x1c21,41.38931944444442
0x3693,22.63530555555553
0x8ad5,17.090583333333306
0xdf8c,15.572055555555561
0x7a48,36.39412500000001
0x44dd,17.223041666666653
0x4df5,26.088638888888898
0x5efc,19.69305555555556
0x7a2b,36.524583333333275
0x9960,15.727666666666673
0x152d,24.19644444444443
0xa484,23.280944444444472
0xcee4,21.84622222222223
0x667e,25.606597222222227
0x42d9,36.39697222222226
0x34ae,23.820680555555565
0x547a,34.53922222222219
0x8f7b,15.554055555555548
0xa18,34.93173611111112
0xdca5,35.49820833333336
0x7ce,41.29872222222223
0xb28b,17.461666666666666
0xd3eb,30.974388888888896
0x383f,22.54422222222222
0x8fe0,47.74673611111109
0x2d14,21.729249999999997
0x9fef,17.45881944444445
0x82f2,36.73662500000001
0x597,23.24668055555554
0xb030,26.19644444444445
0x75e6,36.13712500000001
0xbdc6,28.44430555555554
0x5403,14.74036111111109
0x125a,21.48490277777775
0xec1,22.50498611111111
0xb937,23.10793055555553
0x826c,23.381111111111117
0x50e0,20.56420833333333
0x627b,28.184263888888907
0x9d64,16.655097222222242
0x748c,30.51718055555555
0x16f6,42.07498611111107
0xd337,16.118555555555556
0x38f9,14.887402777777773
0x45c1,28.013277777777773
0x9cfe,24.01709722222223
0x4079,22.94406944444444
0xca35,18.709722222222243
0x85db,24.416319444444458
0xada1,30.328736111111134
0xa746,31.592861111111112
0x1e62,26.79965277777778
0x6ed0,18.235138888888887
0x3229,22.016458333333343
0x8d5c,19.909944444444424
0xd463,24.879888888888907
0xcaf,28.91727777777777
0x906f,14.640458333333335
0xab74,22.12502777777779
0xbf9f,16.701111111111114
0xd30f,21.593652777777763
0xb3df,15.54620833333333
0x8006,44.09755555555563
0xcb67,28.919722222222227
0x95c9,28.915263888888912
0x362e,34.74129166666667
0xb0e9,39.71544444444445
0x7e88,35.71958333333336
0x1e3e,15.147597222222219
0x6557,46.22075000000008
0xa89b,14.99783333333333
0xb6c9,23.834944444444428
0xb15d,25.519458333333358
0x9e8,15.852458333333336
0x62f0,15.063527777777763
0x7504,27.12074999999998
0x5f3d,24.075597222222207
0xd760,26.213277777777797
0x6dcc,14.79770833333333
0x90ff,36.72043055555561
0xa8ab,40.35126388888888
0x93fb,46.31981944444443
0x7bc7,20.344500000000007
0x848f,38.18454166666665
0x84e7,23.874722222222253
0x7d35,40.285208333333294
0xd15,24.647916666666674
0x6788,14.007013888888896
0xba04,36.71266666666666
0xd9af,45.63023611111114
0x42af,15.429472222222214
0xb10e,19.530124999999984
0xb8cf,21.44051388888888
0xcd60,23.90748611111112
0x36d8,27.22612500000001
0x7231,23.697625000000002
0xc719,36.72598611111113
0xbaa5,37.01391666666661
0xd4a3,29.20404166666668
0x7589,17.003888888888902
0x7c0f,36.565944444444405
0x1bc7,34.595083333333314
0x31da,37.07548611111112
0x6d73,31.286236111111098
0x2c35,23.58651388888891
0x84c1,32.40827777777779
0x9d53,20.715458333333345
0xb371,32.04295833333334
0xb85a,28.85769444444443
0x574,33.41926388888889
0x5dc5,37.65073611111111
0x5106,21.47252777777777
0xb517,23.222222222222204
0x6c1,18.685680555555532
0x80a6,29.662583333333327
0x21ef,21.595541666666673
0x954,17.767055555555554
0xcc71,37.921819444444445
0x5813,15.565861111111104
0x207e,24.803222222222246
0x6253,22.11695833333334
0x35bd,37.71395833333337
0xc8d6,26.304416666666665
0x9557,39.13259722222223
0x7707,36.0826111111111
0xbe5f,22.58297222222223
0xb242,23.57875
0x958f,22.221569444444444
0x744b,27.74670833333333
0x6947,21.406541666666683
0x2ef2,24.22197222222224
0xbfff,22.864416666666674
0x1a5b,24.144625000000012
0x721c,14.831055555555567
0x1a37,34.5981527777778
0x9a77,21.073319444444426
0x7dbd,28.11831944444446
0x1023,16.986125
0x8170,28.13926388888892
0x9d85,26.51288888888889
0xdd30,13.457083333333328
0x69bf,22.726930555555562
0xd141,14.370680555555555
0x6e58,40.06429166666671
0xa5a8,15.457263888888889
0x2b25,23.58225000000001
0xadbd,21.53834722222224
0xc6e,20.402430555555558
0xdd14,16.04561111111111
0x3427,27.358861111111136
0xce40,34.815791666666684
0x6189,32.52080555555554
0x65af,17.431638888888884
0x3320,25.090263888888874
0x7b48,40.87708333333334
0xb8d9,36.27402777777775
0x1ed8,29.719805555555563
0x3466,23.761013888888883
0x14e4,37.20368055555554
0x72c6,38.868430555555555
0x9adf,18.129319444444455
0x920f,24.993472222222216
0x2010,24.901152777777778
0x211e,30.23608333333334
0xd4a7,22.42688888888889
0x5363,24.048875000000027
0xaf2b,29.03016666666662
0x5ce7,45.334013888888855
0x8a40,39.084986111111114
0xa0d5,35.150944444444434
0xba39,18.31073611111111
0x2a9f,19.48255555555554
0x8706,15.245152777777779
0x1883,22.369999999999997
0xd889,26.546361111111114
0x8087,22.81858333333336
0x25f1,39.889541666666645
0x24a7,35.46245833333339
0x54ab,17.085416666666653
0x91d0,17.14288888888891
0x2c57,20.67306944444442
0x5307,22.648194444444446
0x791e,29.15883333333331
0xdd04,35.428569444444484
0x3273,28.08762500000002
0x899e,25.461597222222235
0xb97,26.753402777777783
0x3499,23.052027777777777
0xa796,29.258097222222222
0x86e2,29.469763888888902
0x1d4e,21.502333333333333
0x844a,21.6721388888889
0xb11d,22.854013888888865
0xca3e,17.733541666666675
0xd467,14.592430555555547
0x637e,43.296847222222254
0x2e30,31.110361111111107
0x6f0,25.63531944444444
0x6a7c,27.769083333333352
0x1819,22.24794444444442
0xac95,14.696611111111109
0xdc8,26.959291666666658
0xc1f2,23.19412500000001
0x5101,21.025055555555554
0xd42c,28.233513888888933
0x9513,40.021916666666655
0x98d2,46.5639027777778
0x1484,23.772111111111112
0x66bc,45.30795833333336
0xa70b,34.11804166666668
0x5829,39.946708333333355
0xd232,16.872180555555556
0x180d,25.18527777777778
0x88ea,25.61540277777777
0xcdcf,18.71995833333332
0x5bdd,37.656291666666704
0x62a,31.103069444444444
0xb5b2,15.937749999999987
0xae9,28.25559722222221
0x956,33.74327777777783
0xdf55,13.964250000000002
0x7d3,36.468916666666644
0xb55,30.245694444444453
0xd857,14.422833333333331
0x553d,27.66293055555553
0x7f05,36.21649999999997
0x13e3,23.242930555555553
0x3998,19.297
0x610f,14.761236111111108
0x5ed4,18.083055555555557
0x9c55,14.044680555555574
0x2e68,27.602319444444458
0x7bc9,25.373708333333326
0x21ee,16.251236111111112
0x82d6,14.591958333333316
0x382a,37.37670833333333
0xc609,20.22663888888888
0x7df0,28.64290277777779
0xc14e,22.833361111111127
0x5e96,28.222527777777803
0x1bb7,26.29525000000001
0xb5e9,32.81576388888887
0xc742,16.22859722222222
0x96af,14.932291666666648
0x7771,44.34008333333329
0x85a,15.915527777777765
0xc5e1,23.371541666666694
0x2975,25.64302777777778
0xb1cf,24.313847222222204
0x324b,18.984388888888883
0x750d,15.529055555555555
0x543c,23.858749999999993
0x844e,23.1190833333333
0x3fa5,28.9597777777778
0x312f,22.831055555555544
0x1fe1,20.080583333333326
0x49fc,27.11098611111108
0x8217,22.480972222222203
0x3aa5,40.18952777777782
0x424a,19.23451388888889
0x9ab6,37.521027777777746
0xd0a8,24.61356944444445
0xc81f,18.805194444444442
0x765e,42.126833333333344
0x4829,36.77761111111111
0xa81,14.636305555555552
0x94cd,24.925930555555553
0xd6e9,14.610041666666666
0x6509,21.026708333333364
0x391a,17.830125
0x8023,21.975472222222226
0xb21e,22.92781944444446
0x53c0,23.37586111111109
0x7233,23.220499999999994
0x465c,23.546652777777798
0xc3d7,33.679444444444414
0xac5f,24.560361111111124
0xd3a2,30.853388888888844
0xae41,29.329236111111072
0x77b0,26.688847222222225
0x7ebb,39.60447222222226
0x7990,36.33376388888892
0x9c03,21.487986111111102
0x668a,22.638652777777757
0x5338,35.19140277777781
0x1b89,25.158722222222224
0x52de,25.156555555555574
0xfc5,41.40500000000001
0x3472,22.74348611111108
0x939f,33.14419444444439
0xdf9e,24.385888888888893
0xa3ed,16.819125000000007
0x3207,32.79341666666665
0xae8,25.673180555555554
0xcd0c,26.28943055555554
0x4827,35.10022222222228
0x7398,22.573222222222228
0x580f,20.23556944444444
0xd00b,38.90352777777777
0xd0c0,28.374180555555547
0x6342,49.46595833333327
0x332e,19.857833333333318
0x86a5,23.985611111111126
0x9caa,25.52526388888889
0xc484,23.426638888888906
0xce7e,22.226694444444448
0x9072,14.67493055555556
0xb003,35.85819444444443
0xb3b3,23.477416666666684
0xb159,22.5258888888889
0x53db,21.05073611111109
0x61cd,23.401750000000014
0xbc0,22.733597222222244
0x1117,16.739444444444437
0xd097,25.387888888888877
0x521a,30.103902777777783
0x7a7c,44.430722222222215
0x9338,17.33998611111111
0x8bb7,35.86109722222223
0x69b7,25.004930555555532
0xa244,13.514458333333334
0x2061,32.24406944444443
0x9964,19.185680555555543
0x5707,35.188194444444456
0x2cc3,24.868236111111134
0x1bd8,15.61331944444445
0xd00a,20.276597222222225
0x456,24.55723611111112
0xdacf,23.801902777777762
0x8a9e,38.07555555555555
0x60d1,18.793875000000003
